Date,Country,Product,Units Sold,Revenue,Cost,Profit
43831,Malaysia,Sugar,554,1662,692.5,969.5
44166,Malaysia,Sugar,1233,3699,1541.25,2157.75
43891,Malaysia,Sugar,2903,8709,3628.75,5080.25
43831,Malaysia,White Chocolate Macadamia Nut,1493,8958,4105.75,4852.25
43952,Malaysia,White Chocolate Macadamia Nut,362,2172,995.5,1176.5
44166,Malaysia,White Chocolate Macadamia Nut,1084,6504,2981,3523
43831,Malaysia,White Chocolate Macadamia Nut,2861,17166,7867.75,9298.25
43983,Malaysia,White Chocolate Macadamia Nut,1498,8988,4119.5,4868.5
44136,Malaysia,White Chocolate Macadamia Nut,1333,7998,3665.75,4332.25
44044,Malaysia,White Chocolate Macadamia Nut,609,3654,1674.75,1979.25
44166,Malaysia,White Chocolate Macadamia Nut,635,3810,1746.25,2063.75
43952,Malaysia,White Chocolate Macadamia Nut,245,1470,673.75,796.25
44075,Malaysia,White Chocolate Macadamia Nut,2110,12660,5802.5,6857.5
43922,Malaysia,White Chocolate Macadamia Nut,2628,15768,7227,8541
44013,Malaysia,White Chocolate Macadamia Nut,1395,8370,3836.25,4533.75
44105,Malaysia,White Chocolate Macadamia Nut,905,5430,2488.75,2941.25
43983,Malaysia,White Chocolate Macadamia Nut,604,3624,1661,1963
44105,Malaysia,White Chocolate Macadamia Nut,410,2460,1127.5,1332.5
43862,Malaysia,White Chocolate Macadamia Nut,1575,9450,4331.25,5118.75
43891,Malaysia,White Chocolate Macadamia Nut,500,3000,1375,1625
43983,Philippines,Chocolate Chip,1006,5030,2012,3018
44013,Philippines,Chocolate Chip,367,1835,734,1101
44166,Philippines,Chocolate Chip,1513,7565,3026,4539
44075,Philippines,Chocolate Chip,747,3735,1494,2241
43952,Philippines,Chocolate Chip,1728,8640,3456,5184
43983,Philippines,Chocolate Chip,689,3445,1378,2067
43983,Philippines,Chocolate Chip,1570,7850,3140,4710
44166,Philippines,Chocolate Chip,1706,8530,3412,5118
43891,Philippines,Chocolate Chip,795,3975,1590,2385
43922,Philippines,Chocolate Chip,1415,7075,2830,4245
43831,Philippines,Chocolate Chip,1372,6860,2744,4116
44044,Philippines,Chocolate Chip,1743,8715,3486,5229
44013,Philippines,Chocolate Chip,3513,17565,7026,10539
43922,Philippines,Chocolate Chip,1259,6295,2518,3777
43952,Philippines,Chocolate Chip,1095,5475,2190,3285
43983,Philippines,Chocolate Chip,1366,6830,2732,4098
44044,Philippines,Chocolate Chip,1598,7990,3196,4794
44075,Philippines,Chocolate Chip,1934,9670,3868,5802
44105,Philippines,Chocolate Chip,360,1800,720,1080
44105,Philippines,Chocolate Chip,241,1205,482,723
44136,Philippines,Chocolate Chip,1359,6795,2718,4077
44166,Philippines,Chocolate Chip,1531,7655,3062,4593
43831,Philippines,Chocolate Chip,807,4035,1614,2421
43862,Philippines,Chocolate Chip,2708,13540,5416,8124
44136,Philippines,Chocolate Chip,357,1785,714,1071
44166,Philippines,Chocolate Chip,1013,5065,2026,3039
43862,Philippines,Chocolate Chip,278,1390,556,834
43891,Philippines,Chocolate Chip,1158,5790,2316,3474
44105,Philippines,Chocolate Chip,1085,5425,2170,3255
44105,Philippines,Chocolate Chip,1175,5875,2350,3525
43891,Philippines,Fortune Cookie,921,921,184.2,736.8
43983,Philippines,Fortune Cookie,1545,1545,309,1236
44075,Philippines,Fortune Cookie,2146,2146,429.2,1716.8
43862,Philippines,Fortune Cookie,1958,1958,391.6,1566.4
44166,Philippines,Fortune Cookie,1706,1706,341.2,1364.8
44044,Philippines,Fortune Cookie,1859,1859,371.8,1487.2
44105,Philippines,Fortune Cookie,2021,2021,404.2,1616.8
44136,Philippines,Fortune Cookie,2342,2342,468.4,1873.6
43952,Philippines,Fortune Cookie,1460,1460,292,1168
44013,Philippines,Fortune Cookie,645,645,129,516
44166,Philippines,Fortune Cookie,711,711,142.2,568.8
43831,Philippines,Fortune Cookie,766,766,153.2,612.8
43922,Philippines,Fortune Cookie,1199,1199,239.8,959.2
43922,Philippines,Oatmeal Raisin,4220,21100,9284,11816
44013,Philippines,Oatmeal Raisin,1686,8430,3709.2,4720.8
43891,Philippines,Oatmeal Raisin,259,1295,569.8,725.2
43952,Philippines,Oatmeal Raisin,2276,11380,5007.2,6372.8
44075,Philippines,Oatmeal Raisin,1907,9535,4195.4,5339.6
43862,Philippines,Oatmeal Raisin,1350,6750,2970,3780
44166,Philippines,Oatmeal Raisin,1250,6250,2750,3500
43983,Philippines,Oatmeal Raisin,1366,6830,3005.2,3824.8
44136,Philippines,Oatmeal Raisin,1520,7600,3344,4256
44166,Philippines,Oatmeal Raisin,711,3555,1564.2,1990.8
44044,Philippines,Oatmeal Raisin,2574,12870,5662.8,7207.2
44105,Philippines,Oatmeal Raisin,472,2360,1038.4,1321.6
43831,Philippines,Oatmeal Raisin,3165,15825,6963,8862
43831,Philippines,Snickerdoodle,1321,5284,1981.5,3302.5
43983,Philippines,Snickerdoodle,888,3552,1332,2220
44166,Philippines,Snickerdoodle,1513,6052,2269.5,3782.5
43922,Philippines,Snickerdoodle,2580,10320,3870,6450
43983,Philippines,Snickerdoodle,689,2756,1033.5,1722.5
44105,Philippines,Snickerdoodle,2021,8084,3031.5,5052.5
43862,Philippines,Snickerdoodle,1116,4464,1674,2790
43952,Philippines,Snickerdoodle,663,2652,994.5,1657.5
44075,Philippines,Snickerdoodle,1580,6320,2370,3950
43891,Philippines,Snickerdoodle,792,3168,1188,1980
44013,Philippines,Snickerdoodle,2811,11244,4216.5,7027.5
44166,Philippines,Snickerdoodle,280,1120,420,700
44136,Philippines,Snickerdoodle,1513,6052,2269.5,3782.5
44044,Philippines,Snickerdoodle,2767,11068,4150.5,6917.5
44105,Philippines,Snickerdoodle,1085,4340,1627.5,2712.5
43922,Philippines,Sugar,2838,8514,3547.5,4966.5
43983,Philippines,Sugar,888,2664,1110,1554
43891,Philippines,Sugar,263,789,328.75,460.25
44075,Philippines,Sugar,986,2958,1232.5,1725.5
44105,Philippines,Sugar,2877,8631,3596.25,5034.75
43983,Philippines,Sugar,1570,4710,1962.5,2747.5
43831,Philippines,Sugar,2479,7437,3098.75,4338.25
43983,Philippines,Sugar,2338,7014,2922.5,4091.5
44044,Philippines,Sugar,422,1266,527.5,738.5
43862,Philippines,Sugar,2659,7977,3323.75,4653.25
43952,Philippines,Sugar,880,2640,1100,1540
44105,Philippines,Sugar,360,1080,450,630
44166,Philippines,Sugar,1531,4593,1913.75,2679.25
44166,Philippines,Sugar,280,840,350,490
44013,Philippines,Sugar,492,1476,615,861
44105,Philippines,Sugar,1175,3525,1468.75,2056.25
44136,Philippines,Sugar,552,1656,690,966
43891,Philippines,White Chocolate Macadamia Nut,2161,12966,5942.75,7023.25
43983,Philippines,White Chocolate Macadamia Nut,1006,6036,2766.5,3269.5
43983,Philippines,White Chocolate Macadamia Nut,1545,9270,4248.75,5021.25
44105,Philippines,White Chocolate Macadamia Nut,2877,17262,7911.75,9350.25
43862,Philippines,White Chocolate Macadamia Nut,807,4842,2219.25,2622.75
44166,Philippines,White Chocolate Macadamia Nut,1250,7500,3437.5,4062.5
43952,Philippines,White Chocolate Macadamia Nut,1530,9180,4207.5,4972.5
44044,Philippines,White Chocolate Macadamia Nut,1001,6006,2752.75,3253.25
44075,Philippines,White Chocolate Macadamia Nut,2087,12522,5739.25,6782.75
43983,Philippines,White Chocolate Macadamia Nut,2338,14028,6429.5,7598.5
44013,Philippines,White Chocolate Macadamia Nut,1307,7842,3594.25,4247.75
43831,Philippines,White Chocolate Macadamia Nut,681,4086,1872.75,2213.25
43922,Philippines,White Chocolate Macadamia Nut,510,3060,1402.5,1657.5
44105,Philippines,White Chocolate Macadamia Nut,241,1446,662.75,783.25
44136,Philippines,White Chocolate Macadamia Nut,2665,15990,7328.75,8661.25
44105,Philippines,White Chocolate Macadamia Nut,472,2832,1298,1534
44166,Philippines,White Chocolate Macadamia Nut,1013,6078,2785.75,3292.25
43739,Philippines,Chocolate Chip,766,3830,1532,2298
43739,Philippines,Chocolate Chip,809,4045,1618,2427
43739,Philippines,Chocolate Chip,1945,9725,3890,5835
43800,Philippines,Chocolate Chip,2116,10580,4232,6348
43709,Philippines,Chocolate Chip,1123,5615,2246,3369
43800,Philippines,Chocolate Chip,2125,10625,4250,6375
43709,Philippines,Chocolate Chip,2409,12045,4818,7227
43770,Philippines,Chocolate Chip,2146,10730,4292,6438
43770,Philippines,Chocolate Chip,1775,8875,3550,5325
43739,Philippines,Chocolate Chip,2992,14960,5984,8976
43709,Philippines,Fortune Cookie,1797,1797,359.4,1437.6
43739,Philippines,Fortune Cookie,1159,1159,231.8,927.2
43770,Philippines,Fortune Cookie,2500,2500,500,2000
43800,Philippines,Fortune Cookie,334,334,66.8,267.2
43739,Philippines,Fortune Cookie,2992,2992,598.4,2393.6
43739,Philippines,Oatmeal Raisin,2966,14830,6525.2,8304.8
43739,Philippines,Oatmeal Raisin,1159,5795,2549.8,3245.2
43709,Philippines,Oatmeal Raisin,994,4970,2186.8,2783.2
43770,Philippines,Oatmeal Raisin,970,4850,2134,2716
43800,Philippines,Oatmeal Raisin,1770,8850,3894,4956
43739,Philippines,Snickerdoodle,766,3064,1149,1915
43739,Philippines,Snickerdoodle,214,856,321,535
43770,Philippines,Snickerdoodle,1016,4064,1524,2540
43800,Philippines,Snickerdoodle,887,3548,1330.5,2217.5
43709,Philippines,Snickerdoodle,442,1768,663,1105
43739,Philippines,Sugar,214,642,267.5,374.5
43739,Philippines,Sugar,1945,5835,2431.25,3403.75
43770,Philippines,Sugar,2297,6891,2871.25,4019.75
43709,Philippines,Sugar,2215,6645,2768.75,3876.25
43800,Philippines,Sugar,1870,5610,2337.5,3272.5
43739,Philippines,White Chocolate Macadamia Nut,2966,17796,8156.5,9639.5
43739,Philippines,White Chocolate Macadamia Nut,809,4854,2224.75,2629.25
43800,Philippines,White Chocolate Macadamia Nut,588,3528,1617,1911
43709,Philippines,White Chocolate Macadamia Nut,660,3960,1815,2145
43770,Philippines,White Chocolate Macadamia Nut,2536,15216,6974,8242
43983,Philippines,Chocolate Chip,1006,5030,2012,3018
44013,Philippines,Chocolate Chip,367,1835,734,1101
44166,Philippines,Chocolate Chip,1513,7565,3026,4539
44075,Philippines,Chocolate Chip,747,3735,1494,2241
43952,Philippines,Chocolate Chip,1728,8640,3456,5184
43983,Philippines,Chocolate Chip,689,3445,1378,2067
43983,Philippines,Chocolate Chip,1570,7850,3140,4710
44166,Philippines,Chocolate Chip,1706,8530,3412,5118
43891,Philippines,Chocolate Chip,795,3975,1590,2385
43922,Philippines,Chocolate Chip,1415,7075,2830,4245
43831,Philippines,Chocolate Chip,1372,6860,2744,4116
44044,Philippines,Chocolate Chip,1743,8715,3486,5229
44013,Philippines,Chocolate Chip,3513,17565,7026,10539
43922,Philippines,Chocolate Chip,1259,6295,2518,3777
43952,Philippines,Chocolate Chip,1095,5475,2190,3285
43983,Philippines,Chocolate Chip,1366,6830,2732,4098
44044,Philippines,Chocolate Chip,1598,7990,3196,4794
44075,Philippines,Chocolate Chip,1934,9670,3868,5802
44105,Philippines,Chocolate Chip,360,1800,720,1080
44105,Philippines,Chocolate Chip,241,1205,482,723
44136,Philippines,Chocolate Chip,1359,6795,2718,4077
44166,Philippines,Chocolate Chip,1531,7655,3062,4593
43831,Philippines,Chocolate Chip,807,4035,1614,2421
43862,Philippines,Chocolate Chip,2708,13540,5416,8124
44136,Philippines,Chocolate Chip,357,1785,714,1071
44166,Philippines,Chocolate Chip,1013,5065,2026,3039
43862,Philippines,Chocolate Chip,278,1390,556,834
43891,Philippines,Chocolate Chip,1158,5790,2316,3474
44105,Philippines,Chocolate Chip,1085,5425,2170,3255
44105,Philippines,Chocolate Chip,1175,5875,2350,3525
43891,Philippines,Fortune Cookie,921,921,184.2,736.8
43983,Philippines,Fortune Cookie,1545,1545,309,1236
44075,Philippines,Fortune Cookie,2146,2146,429.2,1716.8
43862,Philippines,Fortune Cookie,1958,1958,391.6,1566.4
44166,Philippines,Fortune Cookie,1706,1706,341.2,1364.8
44044,Philippines,Fortune Cookie,1859,1859,371.8,1487.2
44105,Philippines,Fortune Cookie,2021,2021,404.2,1616.8
44136,Philippines,Fortune Cookie,2342,2342,468.4,1873.6
43952,Philippines,Fortune Cookie,1460,1460,292,1168
44013,Philippines,Fortune Cookie,645,645,129,516
44166,Philippines,Fortune Cookie,711,711,142.2,568.8
43831,Philippines,Fortune Cookie,766,766,153.2,612.8
43922,Philippines,Fortune Cookie,1199,1199,239.8,959.2
43922,Philippines,Oatmeal Raisin,4220,21100,9284,11816
44013,Philippines,Oatmeal Raisin,1686,8430,3709.2,4720.8
43891,Philippines,Oatmeal Raisin,259,1295,569.8,725.2
43952,Philippines,Oatmeal Raisin,2276,11380,5007.2,6372.8
44075,Philippines,Oatmeal Raisin,1907,9535,4195.4,5339.6
43862,Philippines,Oatmeal Raisin,1350,6750,2970,3780
44166,Philippines,Oatmeal Raisin,1250,6250,2750,3500
43983,Philippines,Oatmeal Raisin,1366,6830,3005.2,3824.8
44136,Philippines,Oatmeal Raisin,1520,7600,3344,4256
44166,Philippines,Oatmeal Raisin,711,3555,1564.2,1990.8
44044,Philippines,Oatmeal Raisin,2574,12870,5662.8,7207.2
44105,Philippines,Oatmeal Raisin,472,2360,1038.4,1321.6
43831,Philippines,Oatmeal Raisin,3165,15825,6963,8862
43831,Philippines,Snickerdoodle,1321,5284,1981.5,3302.5
43983,Philippines,Snickerdoodle,888,3552,1332,2220
44166,Philippines,Snickerdoodle,1513,6052,2269.5,3782.5
43922,Philippines,Snickerdoodle,2580,10320,3870,6450
43983,Philippines,Snickerdoodle,689,2756,1033.5,1722.5
44105,Philippines,Snickerdoodle,2021,8084,3031.5,5052.5
43862,Philippines,Snickerdoodle,1116,4464,1674,2790
43952,Philippines,Snickerdoodle,663,2652,994.5,1657.5
44075,Philippines,Snickerdoodle,1580,6320,2370,3950
43891,Philippines,Snickerdoodle,792,3168,1188,1980
44013,Philippines,Snickerdoodle,2811,11244,4216.5,7027.5
44166,Philippines,Snickerdoodle,280,1120,420,700
44136,Philippines,Snickerdoodle,1513,6052,2269.5,3782.5
44044,Philippines,Snickerdoodle,2767,11068,4150.5,6917.5
44105,Philippines,Snickerdoodle,1085,4340,1627.5,2712.5
43922,Philippines,Sugar,2838,8514,3547.5,4966.5
43983,Philippines,Sugar,888,2664,1110,1554
43891,Philippines,Sugar,263,789,328.75,460.25
44075,Philippines,Sugar,986,2958,1232.5,1725.5
44105,Philippines,Sugar,2877,8631,3596.25,5034.75
43983,Philippines,Sugar,1570,4710,1962.5,2747.5
43831,Philippines,Sugar,2479,7437,3098.75,4338.25
43983,Philippines,Sugar,2338,7014,2922.5,4091.5
44044,Philippines,Sugar,422,1266,527.5,738.5
43862,Philippines,Sugar,2659,7977,3323.75,4653.25
43952,Philippines,Sugar,880,2640,1100,1540
44105,Philippines,Sugar,360,1080,450,630
44166,Philippines,Sugar,1531,4593,1913.75,2679.25
44166,Philippines,Sugar,280,840,350,490
44013,Philippines,Sugar,492,1476,615,861
44105,Philippines,Sugar,1175,3525,1468.75,2056.25
44136,Philippines,Sugar,552,1656,690,966
43891,Philippines,White Chocolate Macadamia Nut,2161,12966,5942.75,7023.25
43983,Philippines,White Chocolate Macadamia Nut,1006,6036,2766.5,3269.5
43983,Philippines,White Chocolate Macadamia Nut,1545,9270,4248.75,5021.25
44105,Philippines,White Chocolate Macadamia Nut,2877,17262,7911.75,9350.25
43862,Philippines,White Chocolate Macadamia Nut,807,4842,2219.25,2622.75
44166,Philippines,White Chocolate Macadamia Nut,1250,7500,3437.5,4062.5
43952,Philippines,White Chocolate Macadamia Nut,1530,9180,4207.5,4972.5
44044,Philippines,White Chocolate Macadamia Nut,1001,6006,2752.75,3253.25
44075,Philippines,White Chocolate Macadamia Nut,2087,12522,5739.25,6782.75
43983,Philippines,White Chocolate Macadamia Nut,2338,14028,6429.5,7598.5
44013,Philippines,White Chocolate Macadamia Nut,1307,7842,3594.25,4247.75
43831,Philippines,White Chocolate Macadamia Nut,681,4086,1872.75,2213.25
43922,Philippines,White Chocolate Macadamia Nut,510,3060,1402.5,1657.5
44105,Philippines,White Chocolate Macadamia Nut,241,1446,662.75,783.25
44136,Philippines,White Chocolate Macadamia Nut,2665,15990,7328.75,8661.25
44105,Philippines,White Chocolate Macadamia Nut,472,2832,1298,1534
44166,Philippines,White Chocolate Macadamia Nut,1013,6078,2785.75,3292.25
43831,United Kingdom,Chocolate Chip,3945,19725,7890,11835
43862,United Kingdom,Chocolate Chip,2296,11480,4592,6888
43952,United Kingdom,Chocolate Chip,1030,5150,2060,3090
43983,United Kingdom,Chocolate Chip,787,3935,1574,2361
44166,United Kingdom,Chocolate Chip,2155,10775,4310,6465
43952,United Kingdom,Chocolate Chip,918,4590,1836,2754
44166,United Kingdom,Chocolate Chip,1055,5275,2110,3165
43831,United Kingdom,Chocolate Chip,2435,12175,4870,7305
43983,United Kingdom,Chocolate Chip,1901,9505,3802,5703
44166,United Kingdom,Chocolate Chip,1287,6435,2574,3861
44013,United Kingdom,Chocolate Chip,2988,14940,5976,8964
43862,United Kingdom,Chocolate Chip,1303,6515,2606,3909
43891,United Kingdom,Chocolate Chip,2385,11925,4770,7155
44075,United Kingdom,Chocolate Chip,2620,13100,5240,7860
43922,United Kingdom,Chocolate Chip,3801,19005,7602,11403
43983,United Kingdom,Chocolate Chip,1496,7480,2992,4488
43983,United Kingdom,Chocolate Chip,448,2240,896,1344
44044,United Kingdom,Chocolate Chip,2101,10505,4202,6303
44075,United Kingdom,Chocolate Chip,1535,7675,3070,4605
44105,United Kingdom,Chocolate Chip,1227,6135,2454,3681
44136,United Kingdom,Chocolate Chip,1324,6620,2648,3972
43891,United Kingdom,Chocolate Chip,1954,9770,3908,5862
43922,United Kingdom,Chocolate Chip,2532,12660,5064,7596
44013,United Kingdom,Chocolate Chip,2426,12130,4852,7278
44105,United Kingdom,Chocolate Chip,2441,12205,4882,7323
44136,United Kingdom,Chocolate Chip,1594,7970,3188,4782
44044,United Kingdom,Chocolate Chip,2696,13480,5392,8088
44105,United Kingdom,Chocolate Chip,1393,6965,2786,4179
44105,United Kingdom,Chocolate Chip,1731,8655,3462,5193
44166,United Kingdom,Chocolate Chip,293,1465,586,879
43983,United Kingdom,Fortune Cookie,1899,1899,379.8,1519.2
44013,United Kingdom,Fortune Cookie,1376,1376,275.2,1100.8
43983,United Kingdom,Fortune Cookie,1901,1901,380.2,1520.8
44075,United Kingdom,Fortune Cookie,544,544,108.8,435.2
44166,United Kingdom,Fortune Cookie,1287,1287,257.4,1029.6
43831,United Kingdom,Fortune Cookie,1385,1385,277,1108
44136,United Kingdom,Fortune Cookie,2342,2342,468.4,1873.6
44105,United Kingdom,Fortune Cookie,1976,1976,395.2,1580.8
44105,United Kingdom,Fortune Cookie,2181,2181,436.2,1744.8
43891,United Kingdom,Fortune Cookie,2501,2501,500.2,2000.8
44044,United Kingdom,Fortune Cookie,1562,1562,312.4,1249.6
43952,United Kingdom,Fortune Cookie,1666,1666,333.2,1332.8
44166,United Kingdom,Fortune Cookie,2072,2072,414.4,1657.6
43922,United Kingdom,Fortune Cookie,1773,1773,354.6,1418.4
43862,United Kingdom,Fortune Cookie,293,293,58.6,234.4
43862,United Kingdom,Oatmeal Raisin,2750,13750,6050,7700
43983,United Kingdom,Oatmeal Raisin,1899,9495,4177.8,5317.2
44136,United Kingdom,Oatmeal Raisin,941,4705,2070.2,2634.8
43831,United Kingdom,Oatmeal Raisin,1988,9940,4373.6,5566.4
44075,United Kingdom,Oatmeal Raisin,2876,14380,6327.2,8052.8
44166,United Kingdom,Oatmeal Raisin,2072,10360,4558.4,5801.6
44166,United Kingdom,Oatmeal Raisin,853,4265,1876.6,2388.4
43952,United Kingdom,Oatmeal Raisin,1433,7165,3152.6,4012.4
44013,United Kingdom,Oatmeal Raisin,3422,17110,7528.4,9581.6
43983,United Kingdom,Oatmeal Raisin,1190,5950,2618,3332
44105,United Kingdom,Oatmeal Raisin,1393,6965,3064.6,3900.4
44044,United Kingdom,Oatmeal Raisin,2475,12375,5445,6930
44105,United Kingdom,Oatmeal Raisin,1731,8655,3808.2,4846.8
43891,United Kingdom,Oatmeal Raisin,2475,12375,5445,6930
43983,United Kingdom,Snickerdoodle,2178,8712,3267,5445
44075,United Kingdom,Snickerdoodle,2671,10684,4006.5,6677.5
44166,United Kingdom,Snickerdoodle,2155,8620,3232.5,5387.5
43922,United Kingdom,Snickerdoodle,4244,16976,6366,10610
43862,United Kingdom,Snickerdoodle,1865,7460,2797.5,4662.5
43952,United Kingdom,Snickerdoodle,1563,6252,2344.5,3907.5
44166,United Kingdom,Snickerdoodle,2487,9948,3730.5,6217.5
43983,United Kingdom,Snickerdoodle,448,1792,672,1120
44105,United Kingdom,Snickerdoodle,2181,8724,3271.5,5452.5
44136,United Kingdom,Snickerdoodle,490,1960,735,1225
44105,United Kingdom,Snickerdoodle,2441,9764,3661.5,6102.5
43831,United Kingdom,Snickerdoodle,2522,10088,3783,6305
43891,United Kingdom,Snickerdoodle,1790,7160,2685,4475
44044,United Kingdom,Snickerdoodle,1174,4696,1761,2935
43983,United Kingdom,Sugar,2178,6534,2722.5,3811.5
44075,United Kingdom,Sugar,2151,6453,2688.75,3764.25
43983,United Kingdom,Sugar,787,2361,983.75,1377.25
44136,United Kingdom,Sugar,1744,5232,2180,3052
43952,United Kingdom,Sugar,866,2598,1082.5,1515.5
44105,United Kingdom,Sugar,2177,6531,2721.25,3809.75
44166,United Kingdom,Sugar,2487,7461,3108.75,4352.25
43922,United Kingdom,Sugar,1739,5217,2173.75,3043.25
43862,United Kingdom,Sugar,959,2877,1198.75,1678.25
43922,United Kingdom,Sugar,575,1725,718.75,1006.25
44044,United Kingdom,Sugar,381,1143,476.25,666.75
44105,United Kingdom,Sugar,1227,3681,1533.75,2147.25
43831,United Kingdom,Sugar,1734,5202,2167.5,3034.5
44013,United Kingdom,Sugar,3875,11625,4843.75,6781.25
43891,United Kingdom,Sugar,1491,4473,1863.75,2609.25
44166,United Kingdom,Sugar,293,879,366.25,512.75
43862,United Kingdom,White Chocolate Macadamia Nut,1804,10824,4961,5863
44136,United Kingdom,White Chocolate Macadamia Nut,639,3834,1757.25,2076.75
43922,United Kingdom,White Chocolate Macadamia Nut,3864,23184,10626,12558
44166,United Kingdom,White Chocolate Macadamia Nut,1055,6330,2901.25,3428.75
44105,United Kingdom,White Chocolate Macadamia Nut,2177,13062,5986.75,7075.25
44044,United Kingdom,White Chocolate Macadamia Nut,1579,9474,4342.25,5131.75
43983,United Kingdom,White Chocolate Macadamia Nut,1496,8976,4114,4862
44013,United Kingdom,White Chocolate Macadamia Nut,1659,9954,4562.25,5391.75
44105,United Kingdom,White Chocolate Macadamia Nut,1976,11856,5434,6422
43891,United Kingdom,White Chocolate Macadamia Nut,1967,11802,5409.25,6392.75
44013,United Kingdom,White Chocolate Macadamia Nut,639,3834,1757.25,2076.75
44166,United Kingdom,White Chocolate Macadamia Nut,853,5118,2345.75,2772.25
43831,United Kingdom,White Chocolate Macadamia Nut,3998,23988,10994.5,12993.5
43983,United Kingdom,White Chocolate Macadamia Nut,1190,7140,3272.5,3867.5
43952,United Kingdom,White Chocolate Macadamia Nut,2826,16956,7771.5,9184.5
44075,United Kingdom,White Chocolate Macadamia Nut,663,3978,1823.25,2154.75
43709,United Kingdom,Chocolate Chip,549,2745,1098,1647
43770,United Kingdom,Chocolate Chip,1785,8925,3570,5355
43800,United Kingdom,Chocolate Chip,2261,11305,4522,6783
43739,United Kingdom,Chocolate Chip,704,3520,1408,2112
43800,United Kingdom,Chocolate Chip,2136,10680,4272,6408
43739,United Kingdom,Chocolate Chip,1757,8785,3514,5271
43709,United Kingdom,Chocolate Chip,1031,5155,2062,3093
43739,United Kingdom,Chocolate Chip,2167,10835,4334,6501
43739,United Kingdom,Chocolate Chip,1198,5990,2396,3594
43770,United Kingdom,Chocolate Chip,1922,9610,3844,5766
43739,United Kingdom,Fortune Cookie,1403,1403,280.6,1122.4
43739,United Kingdom,Fortune Cookie,1757,1757,351.4,1405.6
43709,United Kingdom,Fortune Cookie,322,322,64.4,257.6
43770,United Kingdom,Fortune Cookie,1857,1857,371.4,1485.6
43800,United Kingdom,Fortune Cookie,1186,1186,237.2,948.8
43770,United Kingdom,Oatmeal Raisin,321,1605,706.2,898.8
43739,United Kingdom,Oatmeal Raisin,1403,7015,3086.6,3928.4
43739,United Kingdom,Oatmeal Raisin,2076,10380,4567.2,5812.8
43800,United Kingdom,Oatmeal Raisin,306,1530,673.2,856.8
43770,United Kingdom,Snickerdoodle,2145,8580,3217.5,5362.5
43800,United Kingdom,Snickerdoodle,1482,5928,2223,3705
43739,United Kingdom,Snickerdoodle,1198,4792,1797,2995
43709,United Kingdom,Snickerdoodle,1023,4092,1534.5,2557.5
43709,United Kingdom,Sugar,1527,4581,1908.75,2672.25
43739,United Kingdom,Sugar,1221,3663,1526.25,2136.75
43709,United Kingdom,Sugar,2234,6702,2792.5,3909.5
43770,United Kingdom,Sugar,2682,8046,3352.5,4693.5
43739,United Kingdom,Sugar,2167,6501,2708.75,3792.25
43800,United Kingdom,Sugar,1281,3843,1601.25,2241.75
43739,United Kingdom,White Chocolate Macadamia Nut,704,4224,1936,2288
43800,United Kingdom,White Chocolate Macadamia Nut,1033,6198,2840.75,3357.25
43739,United Kingdom,White Chocolate Macadamia Nut,1221,7326,3357.75,3968.25
43739,United Kingdom,White Chocolate Macadamia Nut,2076,12456,5709,6747
43770,United Kingdom,White Chocolate Macadamia Nut,386,2316,1061.5,1254.5
43709,United Kingdom,White Chocolate Macadamia Nut,2805,16830,7713.75,9116.25
43831,United Kingdom,Chocolate Chip,3945,19725,7890,11835
43862,United Kingdom,Chocolate Chip,2296,11480,4592,6888
43952,United Kingdom,Chocolate Chip,1030,5150,2060,3090
43983,United Kingdom,Chocolate Chip,787,3935,1574,2361
44166,United Kingdom,Chocolate Chip,2155,10775,4310,6465
43952,United Kingdom,Chocolate Chip,918,4590,1836,2754
44166,United Kingdom,Chocolate Chip,1055,5275,2110,3165
43831,United Kingdom,Chocolate Chip,2435,12175,4870,7305
43983,United Kingdom,Chocolate Chip,1901,9505,3802,5703
44166,United Kingdom,Chocolate Chip,1287,6435,2574,3861
44013,United Kingdom,Chocolate Chip,2988,14940,5976,8964
43862,United Kingdom,Chocolate Chip,1303,6515,2606,3909
43891,United Kingdom,Chocolate Chip,2385,11925,4770,7155
44075,United Kingdom,Chocolate Chip,2620,13100,5240,7860
43922,United Kingdom,Chocolate Chip,3801,19005,7602,11403
43983,United Kingdom,Chocolate Chip,1496,7480,2992,4488
43983,United Kingdom,Chocolate Chip,448,2240,896,1344
44044,United Kingdom,Chocolate Chip,2101,10505,4202,6303
44075,United Kingdom,Chocolate Chip,1535,7675,3070,4605
44105,United Kingdom,Chocolate Chip,1227,6135,2454,3681
44136,United Kingdom,Chocolate Chip,1324,6620,2648,3972
43891,United Kingdom,Chocolate Chip,1954,9770,3908,5862
43922,United Kingdom,Chocolate Chip,2532,12660,5064,7596
44013,United Kingdom,Chocolate Chip,2426,12130,4852,7278
44105,United Kingdom,Chocolate Chip,2441,12205,4882,7323
44136,United Kingdom,Chocolate Chip,1594,7970,3188,4782
44044,United Kingdom,Chocolate Chip,2696,13480,5392,8088
44105,United Kingdom,Chocolate Chip,1393,6965,2786,4179
44105,United Kingdom,Chocolate Chip,1731,8655,3462,5193
44166,United Kingdom,Chocolate Chip,293,1465,586,879
43983,United Kingdom,Fortune Cookie,1899,1899,379.8,1519.2
44013,United Kingdom,Fortune Cookie,1376,1376,275.2,1100.8
43983,United Kingdom,Fortune Cookie,1901,1901,380.2,1520.8
